,country,year,sex,age,suicide_no,pop,HDI,gdp_for_year
203,Albania,2005,male,75+ years,0,38471,0.695,8158548717
204,Albania,2006,female,15-24 years,0,283138,,8992642349
205,Albania,2006,female,25-34 years,0,186391,,8992642349
206,Albania,2006,female,35-54 years,0,388746,,8992642349
207,Albania,2006,female, 5-14 years,0,267316,,8992642349
208,Albania,2006,female,55-74 years,0,215907,,8992642349
209,Albania,2006,female,75+ years,0,56011,,8992642349
210,Albania,2006,male,15-24 years,0,286679,,8992642349
211,Albania,2006,male,25-34 years,0,174092,,8992642349
212,Albania,2006,male,35-54 years,0,379076,,8992642349
213,Albania,2006,male, 5-14 years,0,282678,,8992642349
214,Albania,2006,male,55-74 years,0,219360,,8992642349
215,Albania,2006,male,75+ years,0,40782,,8992642349
216,Albania,2007,male,75+ years,8,42366,,10701011897
217,Albania,2007,male,35-54 years,29,378626,,10701011897
218,Albania,2007,male,55-74 years,14,224160,,10701011897
219,Albania,2007,female,75+ years,3,57404,,10701011897
220,Albania,2007,male,25-34 years,9,172494,,10701011897
221,Albania,2007,female,15-24 years,13,281080,,10701011897
222,Albania,2007,male,15-24 years,13,288349,,10701011897
223,Albania,2007,female,25-34 years,8,183629,,10701011897
224,Albania,2007,female,55-74 years,9,221120,,10701011897
225,Albania,2007,female,35-54 years,14,391811,,10701011897
226,Albania,2007,male, 5-14 years,4,272497,,10701011897
227,Albania,2007,female, 5-14 years,0,256808,,10701011897
228,Albania,2008,male,25-34 years,21,172855,,12881352688
229,Albania,2008,male,35-54 years,37,377119,,12881352688
230,Albania,2008,male,55-74 years,21,228672,,12881352688
231,Albania,2008,female,75+ years,5,59369,,12881352688
232,Albania,2008,female,15-24 years,2,276073,,12881352688
233,Albania,2008,female,25-34 years,9,182663,,12881352688
234,Albania,2008,female,35-54 years,19,393832,,12881352688
235,Albania,2008,male,75+ years,2,44574,,12881352688
236,Albania,2008,male,15-24 years,11,286702,,12881352688
237,Albania,2008,female,55-74 years,7,226448,,12881352688
238,Albania,2008,male, 5-14 years,7,262464,,12881352688
239,Albania,2008,female, 5-14 years,1,246288,,12881352688
240,Albania,2009,female,15-24 years,0,270003,,12044212904
241,Albania,2009,female,25-34 years,0,182712,,12044212904
242,Albania,2009,female,35-54 years,0,394286,,12044212904
243,Albania,2009,female, 5-14 years,0,236174,,12044212904
244,Albania,2009,female,55-74 years,0,233302,,12044212904
245,Albania,2009,female,75+ years,0,61582,,12044212904
246,Albania,2009,male,15-24 years,0,283448,,12044212904
247,Albania,2009,male,25-34 years,0,174955,,12044212904
248,Albania,2009,male,35-54 years,0,374365,,12044212904
249,Albania,2009,male, 5-14 years,0,253007,,12044212904
250,Albania,2009,male,55-74 years,0,234570,,12044212904
251,Albania,2009,male,75+ years,0,47331,,12044212904
252,Albania,2010,male,55-74 years,2,241852,0.722,11926953259
253,Albania,2010,male,35-54 years,2,371611,0.722,11926953259
254,Albania,2010,male,25-34 years,9,179720,0.722,11926953259
255,Albania,2010,male,75+ years,2,50767,0.722,11926953259
256,Albania,2010,male,15-24 years,1,279508,0.722,11926953259
257,Albania,2010,female,25-34 years,6,183579,0.722,11926953259
258,Albania,2010,female,75+ years,2,64415,0.722,11926953259
259,Albania,2010,female,35-54 years,12,394593,0.722,11926953259
260,Albania,2010,female,55-74 years,7,241491,0.722,11926953259
261,Albania,2010,female,15-24 years,6,263581,0.722,11926953259
262,Albania,2010,female, 5-14 years,2,223969,0.722,11926953259
263,Albania,2010,male, 5-14 years,0,240939,0.722,11926953259
264,Antigua and Barbuda,1985,female,15-24 years,0,7709,,240923926
265,Antigua and Barbuda,1985,female,25-34 years,0,6344,,240923926
266,Antigua and Barbuda,1985,female,35-54 years,0,6173,,240923926
267,Antigua and Barbuda,1985,female, 5-14 years,0,7339,,240923926
268,Antigua and Barbuda,1985,female,55-74 years,0,3778,,240923926
269,Antigua and Barbuda,1985,female,75+ years,0,949,,240923926
270,Antigua and Barbuda,1985,male,15-24 years,0,7667,,240923926
271,Antigua and Barbuda,1985,male,25-34 years,0,6194,,240923926
272,Antigua and Barbuda,1985,male,35-54 years,0,5970,,240923926
273,Antigua and Barbuda,1985,male, 5-14 years,0,7304,,240923926
274,Antigua and Barbuda,1985,male,55-74 years,0,2723,,240923926
275,Antigua and Barbuda,1985,male,75+ years,0,424,,240923926
276,Antigua and Barbuda,1986,female,15-24 years,0,7668,,290440148
277,Antigua and Barbuda,1986,female,25-34 years,0,6209,,290440148
278,Antigua and Barbuda,1986,female,35-54 years,0,6101,,290440148
279,Antigua and Barbuda,1986,female, 5-14 years,0,6907,,290440148
280,Antigua and Barbuda,1986,female,55-74 years,0,3764,,290440148
281,Antigua and Barbuda,1986,female,75+ years,0,1014,,290440148
282,Antigua and Barbuda,1986,male,15-24 years,0,7563,,290440148
283,Antigua and Barbuda,1986,male,25-34 years,0,6023,,290440148
284,Antigua and Barbuda,1986,male,35-54 years,0,5947,,290440148
285,Antigua and Barbuda,1986,male, 5-14 years,0,6827,,290440148
286,Antigua and Barbuda,1986,male,55-74 years,0,2771,,290440148
287,Antigua and Barbuda,1986,male,75+ years,0,476,,290440148
288,Antigua and Barbuda,1987,female,15-24 years,0,7583,,337174852
289,Antigua and Barbuda,1987,female,25-34 years,0,6101,,337174852
290,Antigua and Barbuda,1987,female,35-54 years,0,6059,,337174852
291,Antigua and Barbuda,1987,female, 5-14 years,0,6623,,337174852
292,Antigua and Barbuda,1987,female,55-74 years,0,3738,,337174852
293,Antigua and Barbuda,1987,female,75+ years,0,1081,,337174852
294,Antigua and Barbuda,1987,male,15-24 years,0,7421,,337174852
295,Antigua and Barbuda,1987,male,25-34 years,0,5893,,337174852
296,Antigua and Barbuda,1987,male,35-54 years,0,5927,,337174852
297,Antigua and Barbuda,1987,male, 5-14 years,0,6499,,337174852
298,Antigua and Barbuda,1987,male,55-74 years,0,2798,,337174852
299,Antigua and Barbuda,1987,male,75+ years,0,538,,337174852
300,Antigua and Barbuda,1988,female,15-24 years,0,7413,,398637741
301,Antigua and Barbuda,1988,female,25-34 years,0,6041,,398637741
302,Antigua and Barbuda,1988,female,35-54 years,0,6021,,398637741
303,Antigua and Barbuda,1988,female, 5-14 years,0,6527,,398637741
304,Antigua and Barbuda,1988,female,55-74 years,0,3708,,398637741
305,Antigua and Barbuda,1988,female,75+ years,0,1141,,398637741
306,Antigua and Barbuda,1988,male,15-24 years,0,7209,,398637741
307,Antigua and Barbuda,1988,male,25-34 years,0,5826,,398637741
308,Antigua and Barbuda,1988,male,35-54 years,0,5907,,398637741
309,Antigua and Barbuda,1988,male, 5-14 years,0,6355,,398637741
310,Antigua and Barbuda,1988,male,55-74 years,0,2813,,398637741
311,Antigua and Barbuda,1988,male,75+ years,0,603,,398637741
312,Antigua and Barbuda,1989,female,15-24 years,0,7152,,438794778
313,Antigua and Barbuda,1989,female,25-34 years,0,6059,,438794778
314,Antigua and Barbuda,1989,female,35-54 years,0,5969,,438794778
315,Antigua and Barbuda,1989,female, 5-14 years,0,6621,,438794778
316,Antigua and Barbuda,1989,female,55-74 years,0,3696,,438794778
317,Antigua and Barbuda,1989,female,75+ years,0,1195,,438794778
318,Antigua and Barbuda,1989,male,15-24 years,0,6927,,438794778
319,Antigua and Barbuda,1989,male,25-34 years,0,5835,,438794778
320,Antigua and Barbuda,1989,male,35-54 years,0,5862,,438794778
321,Antigua and Barbuda,1989,male, 5-14 years,0,6403,,438794778
322,Antigua and Barbuda,1989,male,55-74 years,0,2843,,438794778
323,Antigua and Barbuda,1989,male,75+ years,0,676,,438794778
324,Antigua and Barbuda,1990,male,35-54 years,1,5799,,459469074
325,Antigua and Barbuda,1990,female,15-24 years,0,6827,,459469074
326,Antigua and Barbuda,1990,female,25-34 years,0,6172,,459469074
327,Antigua and Barbuda,1990,female,35-54 years,0,5895,,459469074
328,Antigua and Barbuda,1990,female, 5-14 years,0,6877,,459469074
329,Antigua and Barbuda,1990,female,55-74 years,0,3706,,459469074
330,Antigua and Barbuda,1990,female,75+ years,0,1252,,459469074
331,Antigua and Barbuda,1990,male,15-24 years,0,6598,,459469074
332,Antigua and Barbuda,1990,male,25-34 years,0,5937,,459469074
333,Antigua and Barbuda,1990,male, 5-14 years,0,6611,,459469074
334,Antigua and Barbuda,1990,male,55-74 years,0,2902,,459469074
335,Antigua and Barbuda,1990,male,75+ years,0,758,,459469074
336,Antigua and Barbuda,1991,female,15-24 years,0,6595,,481706333
337,Antigua and Barbuda,1991,female,25-34 years,0,6396,,481706333
338,Antigua and Barbuda,1991,female,35-54 years,0,6198,,481706333
339,Antigua and Barbuda,1991,female, 5-14 years,0,7089,,481706333
340,Antigua and Barbuda,1991,female,55-74 years,0,3665,,481706333
341,Antigua and Barbuda,1991,female,75+ years,0,1293,,481706333
342,Antigua and Barbuda,1991,male,15-24 years,0,6401,,481706333
343,Antigua and Barbuda,1991,male,25-34 years,0,6156,,481706333
344,Antigua and Barbuda,1991,male,35-54 years,0,6122,,481706333
345,Antigua and Barbuda,1991,male, 5-14 years,0,6818,,481706333
346,Antigua and Barbuda,1991,male,55-74 years,0,2857,,481706333
347,Antigua and Barbuda,1991,male,75+ years,0,804,,481706333
348,Antigua and Barbuda,1992,female,15-24 years,0,6369,,499281148
349,Antigua and Barbuda,1992,female,25-34 years,0,6650,,499281148
350,Antigua and Barbuda,1992,female,35-54 years,0,6534,,499281148
351,Antigua and Barbuda,1992,female, 5-14 years,0,7311,,499281148
352,Antigua and Barbuda,1992,female,55-74 years,0,3648,,499281148
353,Antigua and Barbuda,1992,female,75+ years,0,1339,,499281148
354,Antigua and Barbuda,1992,male,15-24 years,0,6221,,499281148
355,Antigua and Barbuda,1992,male,25-34 years,0,6409,,499281148
356,Antigua and Barbuda,1992,male,35-54 years,0,6497,,499281148
357,Antigua and Barbuda,1992,male, 5-14 years,0,7059,,499281148
358,Antigua and Barbuda,1992,male,55-74 years,0,2851,,499281148
359,Antigua and Barbuda,1992,male,75+ years,0,853,,499281148
360,Antigua and Barbuda,1993,male,25-34 years,1,6668,,535172778
361,Antigua and Barbuda,1993,female,15-24 years,0,6182,,535172778
362,Antigua and Barbuda,1993,female,25-34 years,0,6914,,535172778
363,Antigua and Barbuda,1993,female,35-54 years,0,6917,,535172778
364,Antigua and Barbuda,1993,female, 5-14 years,0,7529,,535172778
365,Antigua and Barbuda,1993,female,55-74 years,0,3662,,535172778
366,Antigua and Barbuda,1993,female,75+ years,0,1386,,535172778
367,Antigua and Barbuda,1993,male,15-24 years,0,6069,,535172778
368,Antigua and Barbuda,1993,male,35-54 years,0,6915,,535172778
369,Antigua and Barbuda,1993,male, 5-14 years,0,7298,,535172778
370,Antigua and Barbuda,1993,male,55-74 years,0,2879,,535172778
371,Antigua and Barbuda,1993,male,75+ years,0,896,,535172778
372,Antigua and Barbuda,1994,female,15-24 years,0,6083,,589429593
373,Antigua and Barbuda,1994,female,25-34 years,0,7151,,589429593
374,Antigua and Barbuda,1994,female,35-54 years,0,7357,,589429593
375,Antigua and Barbuda,1994,female, 5-14 years,0,7722,,589429593
376,Antigua and Barbuda,1994,female,55-74 years,0,3715,,589429593
377,Antigua and Barbuda,1994,female,75+ years,0,1437,,589429593
378,Antigua and Barbuda,1994,male,15-24 years,0,5976,,589429593
379,Antigua and Barbuda,1994,male,25-34 years,0,6886,,589429593
380,Antigua and Barbuda,1994,male,35-54 years,0,7359,,589429593
381,Antigua and Barbuda,1994,male, 5-14 years,0,7494,,589429593
382,Antigua and Barbuda,1994,male,55-74 years,0,2935,,589429593
383,Antigua and Barbuda,1994,male,75+ years,0,929,,589429593
384,Antigua and Barbuda,1995,female,15-24 years,0,6099,,577280741
385,Antigua and Barbuda,1995,female,25-34 years,0,7333,,577280741
386,Antigua and Barbuda,1995,female,35-54 years,0,7851,,577280741
387,Antigua and Barbuda,1995,female, 5-14 years,0,7885,,577280741
388,Antigua and Barbuda,1995,female,55-74 years,0,3808,,577280741
389,Antigua and Barbuda,1995,female,75+ years,0,1488,,577280741
390,Antigua and Barbuda,1995,male,15-24 years,0,5953,,577280741
391,Antigua and Barbuda,1995,male,25-34 years,0,7023,,577280741
392,Antigua and Barbuda,1995,male,35-54 years,0,7809,,577280741
393,Antigua and Barbuda,1995,male, 5-14 years,0,7632,,577280741
394,Antigua and Barbuda,1995,male,55-74 years,0,3021,,577280741
395,Antigua and Barbuda,1995,male,75+ years,0,944,,577280741
396,Antigua and Barbuda,1998,female,15-24 years,0,6529,,727860593
397,Antigua and Barbuda,1998,female,25-34 years,0,8332,,727860593
398,Antigua and Barbuda,1998,female,35-54 years,0,9615,,727860593
399,Antigua and Barbuda,1998,female, 5-14 years,0,8183,,727860593
400,Antigua and Barbuda,1998,female,55-74 years,0,3921,,727860593
401,Antigua and Barbuda,1998,female,75+ years,0,1476,,727860593
402,Antigua and Barbuda,1998,male,15-24 years,0,5916,,727860593
403,Antigua and Barbuda,1998,male,25-34 years,0,7294,,727860593
404,Antigua and Barbuda,1998,male,35-54 years,0,9086,,727860593
405,Antigua and Barbuda,1998,male, 5-14 years,0,7706,,727860593
406,Antigua and Barbuda,1998,male,55-74 years,0,3213,,727860593
407,Antigua and Barbuda,1998,male,75+ years,0,954,,727860593
408,Antigua and Barbuda,1999,female,15-24 years,0,6589,,766198926
409,Antigua and Barbuda,1999,female,25-34 years,0,8526,,766198926
410,Antigua and Barbuda,1999,female,35-54 years,0,10311,,766198926
411,Antigua and Barbuda,1999,female, 5-14 years,0,8314,,766198926
412,Antigua and Barbuda,1999,female,55-74 years,0,3968,,766198926
413,Antigua and Barbuda,1999,female,75+ years,0,1451,,766198926
414,Antigua and Barbuda,1999,male,15-24 years,0,5845,,766198926
415,Antigua and Barbuda,1999,male,25-34 years,0,7263,,766198926
416,Antigua and Barbuda,1999,male,35-54 years,0,9537,,766198926
417,Antigua and Barbuda,1999,male, 5-14 years,0,7805,,766198926
418,Antigua and Barbuda,1999,male,55-74 years,0,3276,,766198926
419,Antigua and Barbuda,1999,male,75+ years,0,947,,766198926
420,Antigua and Barbuda,2000,male,55-74 years,1,3333,,830158778
421,Antigua and Barbuda,2000,male,35-54 years,1,10033,,830158778
422,Antigua and Barbuda,2000,female,15-24 years,0,6616,,830158778
423,Antigua and Barbuda,2000,female,25-34 years,0,8595,,830158778
424,Antigua and Barbuda,2000,female,35-54 years,0,11040,,830158778
425,Antigua and Barbuda,2000,female, 5-14 years,0,8439,,830158778
426,Antigua and Barbuda,2000,female,55-74 years,0,3986,,830158778
427,Antigua and Barbuda,2000,female,75+ years,0,1413,,830158778
428,Antigua and Barbuda,2000,male,15-24 years,0,5783,,830158778
429,Antigua and Barbuda,2000,male,25-34 years,0,7177,,830158778
430,Antigua and Barbuda,2000,male, 5-14 years,0,7973,,830158778
431,Antigua and Barbuda,2000,male,75+ years,0,938,,830158778
432,Antigua and Barbuda,2001,male,35-54 years,2,10281,,800740259
433,Antigua and Barbuda,2001,female,15-24 years,0,6902,,800740259
434,Antigua and Barbuda,2001,female,25-34 years,0,8425,,800740259
435,Antigua and Barbuda,2001,female,35-54 years,0,11402,,800740259
436,Antigua and Barbuda,2001,female, 5-14 years,0,8428,,800740259
437,Antigua and Barbuda,2001,female,55-74 years,0,4037,,800740259
438,Antigua and Barbuda,2001,female,75+ years,0,1487,,800740259
439,Antigua and Barbuda,2001,male,15-24 years,0,6084,,800740259
440,Antigua and Barbuda,2001,male,25-34 years,0,7071,,800740259
441,Antigua and Barbuda,2001,male, 5-14 years,0,7958,,800740259
442,Antigua and Barbuda,2001,male,55-74 years,0,3442,,800740259
443,Antigua and Barbuda,2001,male,75+ years,0,980,,800740259
444,Antigua and Barbuda,2002,female,15-24 years,0,7196,,814615333
445,Antigua and Barbuda,2002,female,25-34 years,0,8155,,814615333
446,Antigua and Barbuda,2002,female,35-54 years,0,11760,,814615333
447,Antigua and Barbuda,2002,female, 5-14 years,0,8408,,814615333
448,Antigua and Barbuda,2002,female,55-74 years,0,4050,,814615333
449,Antigua and Barbuda,2002,female,75+ years,0,1547,,814615333
450,Antigua and Barbuda,2002,male,15-24 years,0,6416,,814615333
451,Antigua and Barbuda,2002,male,25-34 years,0,6921,,814615333
452,Antigua and Barbuda,2002,male,35-54 years,0,10604,,814615333
453,Antigua and Barbuda,2002,male, 5-14 years,0,7980,,814615333
454,Antigua and Barbuda,2002,male,55-74 years,0,3527,,814615333
455,Antigua and Barbuda,2002,male,75+ years,0,1024,,814615333
456,Antigua and Barbuda,2003,male,55-74 years,1,3594,,855643111
457,Antigua and Barbuda,2003,female,15-24 years,0,7454,,855643111
458,Antigua and Barbuda,2003,female,25-34 years,0,7831,,855643111
459,Antigua and Barbuda,2003,female,35-54 years,0,12129,,855643111
460,Antigua and Barbuda,2003,female, 5-14 years,0,8423,,855643111
461,Antigua and Barbuda,2003,female,55-74 years,0,4054,,855643111
462,Antigua and Barbuda,2003,female,75+ years,0,1583,,855643111
463,Antigua and Barbuda,2003,male,15-24 years,0,6730,,855643111
464,Antigua and Barbuda,2003,male,25-34 years,0,6734,,855643111
465,Antigua and Barbuda,2003,male,35-54 years,0,10997,,855643111
466,Antigua and Barbuda,2003,male, 5-14 years,0,8061,,855643111
467,Antigua and Barbuda,2003,male,75+ years,0,1068,,855643111
468,Antigua and Barbuda,2004,male,55-74 years,1,3665,,919577148
469,Antigua and Barbuda,2004,male,35-54 years,1,11406,,919577148
470,Antigua and Barbuda,2004,female,15-24 years,0,7648,,919577148
471,Antigua and Barbuda,2004,female,25-34 years,0,7531,,919577148
472,Antigua and Barbuda,2004,female,35-54 years,0,12492,,919577148
473,Antigua and Barbuda,2004,female, 5-14 years,0,8488,,919577148
474,Antigua and Barbuda,2004,female,55-74 years,0,4088,,919577148
475,Antigua and Barbuda,2004,female,75+ years,0,1590,,919577148
476,Antigua and Barbuda,2004,male,15-24 years,0,6968,,919577148
477,Antigua and Barbuda,2004,male,25-34 years,0,6556,,919577148
478,Antigua and Barbuda,2004,male, 5-14 years,0,8196,,919577148
479,Antigua and Barbuda,2004,male,75+ years,0,1094,,919577148
480,Antigua and Barbuda,2005,female,15-24 years,0,7780,,1022191296
481,Antigua and Barbuda,2005,female,25-34 years,0,7327,,1022191296
482,Antigua and Barbuda,2005,female,35-54 years,0,12835,,1022191296
483,Antigua and Barbuda,2005,female, 5-14 years,0,8584,,1022191296
484,Antigua and Barbuda,2005,female,55-74 years,0,4157,,1022191296
485,Antigua and Barbuda,2005,female,75+ years,0,1575,,1022191296
486,Antigua and Barbuda,2005,male,15-24 years,0,7113,,1022191296
487,Antigua and Barbuda,2005,male,25-34 years,0,6444,,1022191296
488,Antigua and Barbuda,2005,male,35-54 years,0,11778,,1022191296
489,Antigua and Barbuda,2005,male, 5-14 years,0,8358,,1022191296
490,Antigua and Barbuda,2005,male,55-74 years,0,3748,,1022191296
491,Antigua and Barbuda,2005,male,75+ years,0,1110,,1022191296
492,Antigua and Barbuda,2006,female,15-24 years,0,7902,,1157005444
493,Antigua and Barbuda,2006,female,25-34 years,0,7098,,1157005444
494,Antigua and Barbuda,2006,female,35-54 years,0,13374,,1157005444
495,Antigua and Barbuda,2006,female, 5-14 years,0,8571,,1157005444
496,Antigua and Barbuda,2006,female,55-74 years,0,4256,,1157005444
497,Antigua and Barbuda,2006,female,75+ years,0,1573,,1157005444
498,Antigua and Barbuda,2006,male,15-24 years,0,7239,,1157005444
499,Antigua and Barbuda,2006,male,25-34 years,0,6319,,1157005444
500,Antigua and Barbuda,2006,male,35-54 years,0,12202,,1157005444
501,Antigua and Barbuda,2006,male, 5-14 years,0,8485,,1157005444
502,Antigua and Barbuda,2006,male,55-74 years,0,3847,,1157005444
503,Antigua and Barbuda,2006,male,75+ years,0,1107,,1157005444
504,Antigua and Barbuda,2007,male,35-54 years,1,12530,,1311401333
505,Antigua and Barbuda,2007,female,15-24 years,0,8013,,1311401333
506,Antigua and Barbuda,2007,female,25-34 years,0,6962,,1311401333
507,Antigua and Barbuda,2007,female,35-54 years,0,13860,,1311401333
508,Antigua and Barbuda,2007,female, 5-14 years,0,8555,,1311401333
509,Antigua and Barbuda,2007,female,55-74 years,0,4400,,1311401333
510,Antigua and Barbuda,2007,female,75+ years,0,1568,,1311401333
511,Antigua and Barbuda,2007,male,15-24 years,0,7330,,1311401333
512,Antigua and Barbuda,2007,male,25-34 years,0,6267,,1311401333
513,Antigua and Barbuda,2007,male, 5-14 years,0,8564,,1311401333
514,Antigua and Barbuda,2007,male,55-74 years,0,3988,,1311401333
515,Antigua and Barbuda,2007,male,75+ years,0,1094,,1311401333
516,Antigua and Barbuda,2008,female,15-24 years,0,8108,,1368431037
517,Antigua and Barbuda,2008,female,25-34 years,0,6910,,1368431037
518,Antigua and Barbuda,2008,female,35-54 years,0,14278,,1368431037
519,Antigua and Barbuda,2008,female, 5-14 years,0,8537,,1368431037
520,Antigua and Barbuda,2008,female,55-74 years,0,4587,,1368431037
521,Antigua and Barbuda,2008,female,75+ years,0,1567,,1368431037
522,Antigua and Barbuda,2008,male,15-24 years,0,7404,,1368431037
523,Antigua and Barbuda,2008,male,25-34 years,0,6274,,1368431037
524,Antigua and Barbuda,2008,male,35-54 years,0,12782,,1368431037
525,Antigua and Barbuda,2008,male, 5-14 years,0,8599,,1368431037
526,Antigua and Barbuda,2008,male,55-74 years,0,4158,,1368431037
527,Antigua and Barbuda,2008,male,75+ years,0,1069,,1368431037
528,Antigua and Barbuda,2009,female,15-24 years,0,8199,,1224253000
529,Antigua and Barbuda,2009,female,25-34 years,0,6917,,1224253000
530,Antigua and Barbuda,2009,female,35-54 years,0,14629,,1224253000
531,Antigua and Barbuda,2009,female, 5-14 years,0,8514,,1224253000
532,Antigua and Barbuda,2009,female,55-74 years,0,4793,,1224253000
533,Antigua and Barbuda,2009,female,75+ years,0,1571,,1224253000
534,Antigua and Barbuda,2009,male,15-24 years,0,7489,,1224253000
535,Antigua and Barbuda,2009,male,25-34 years,0,6325,,1224253000
536,Antigua and Barbuda,2009,male,35-54 years,0,12978,,1224253000
537,Antigua and Barbuda,2009,male, 5-14 years,0,8599,,1224253000
538,Antigua and Barbuda,2009,male,55-74 years,0,4349,,1224253000
539,Antigua and Barbuda,2009,male,75+ years,0,1042,,1224253000
540,Antigua and Barbuda,2012,female,15-24 years,0,8435,0.781,1211411704
541,Antigua and Barbuda,2012,female,25-34 years,0,7215,0.781,1211411704
542,Antigua and Barbuda,2012,female,35-54 years,0,15193,0.781,1211411704
543,Antigua and Barbuda,2012,female, 5-14 years,0,8401,0.781,1211411704
544,Antigua and Barbuda,2012,female,55-74 years,0,5512,0.781,1211411704
545,Antigua and Barbuda,2012,female,75+ years,0,1625,0.781,1211411704
546,Antigua and Barbuda,2012,male,15-24 years,0,7893,0.781,1211411704
547,Antigua and Barbuda,2012,male,25-34 years,0,6629,0.781,1211411704
548,Antigua and Barbuda,2012,male,35-54 years,0,13280,0.781,1211411704
549,Antigua and Barbuda,2012,male, 5-14 years,0,8475,0.781,1211411704
550,Antigua and Barbuda,2012,male,55-74 years,0,4994,0.781,1211411704
551,Antigua and Barbuda,2012,male,75+ years,0,1051,0.781,1211411704
552,Antigua and Barbuda,2013,female,15-24 years,0,8494,0.781,1192925407
553,Antigua and Barbuda,2013,female,25-34 years,0,7397,0.781,1192925407
554,Antigua and Barbuda,2013,female,35-54 years,0,15236,0.781,1192925407
555,Antigua and Barbuda,2013,female, 5-14 years,0,8353,0.781,1192925407
556,Antigua and Barbuda,2013,female,55-74 years,0,5787,0.781,1192925407
557,Antigua and Barbuda,2013,female,75+ years,0,1652,0.781,1192925407
558,Antigua and Barbuda,2013,male,15-24 years,0,8061,0.781,1192925407
559,Antigua and Barbuda,2013,male,25-34 years,0,6782,0.781,1192925407
560,Antigua and Barbuda,2013,male,35-54 years,0,13302,0.781,1192925407
561,Antigua and Barbuda,2013,male, 5-14 years,0,8405,0.781,1192925407
562,Antigua and Barbuda,2013,male,55-74 years,0,5238,0.781,1192925407
563,Antigua and Barbuda,2013,male,75+ years,0,1072,0.781,1192925407
564,Antigua and Barbuda,2014,female,15-24 years,0,8537,0.783,1280133333
565,Antigua and Barbuda,2014,female,25-34 years,0,7578,0.783,1280133333
566,Antigua and Barbuda,2014,female,35-54 years,0,15273,0.783,1280133333
567,Antigua and Barbuda,2014,female, 5-14 years,0,8296,0.783,1280133333
568,Antigua and Barbuda,2014,female,55-74 years,0,6085,0.783,1280133333
569,Antigua and Barbuda,2014,female,75+ years,0,1686,0.783,1280133333
570,Antigua and Barbuda,2014,male,15-24 years,0,8208,0.783,1280133333
571,Antigua and Barbuda,2014,male,25-34 years,0,6928,0.783,1280133333
572,Antigua and Barbuda,2014,male,35-54 years,0,13325,0.783,1280133333
573,Antigua and Barbuda,2014,male, 5-14 years,0,8335,0.783,1280133333
574,Antigua and Barbuda,2014,male,55-74 years,0,5503,0.783,1280133333
575,Antigua and Barbuda,2014,male,75+ years,0,1083,0.783,1280133333
576,Antigua and Barbuda,2015,female,55-74 years,1,6403,,1364863037
577,Antigua and Barbuda,2015,female,15-24 years,0,8561,,1364863037
578,Antigua and Barbuda,2015,female,25-34 years,0,7740,,1364863037
579,Antigua and Barbuda,2015,female,35-54 years,0,15323,,1364863037
580,Antigua and Barbuda,2015,female, 5-14 years,0,8239,,1364863037
581,Antigua and Barbuda,2015,female,75+ years,0,1724,,1364863037
582,Antigua and Barbuda,2015,male,15-24 years,0,8331,,1364863037
583,Antigua and Barbuda,2015,male,25-34 years,0,7059,,1364863037
584,Antigua and Barbuda,2015,male,35-54 years,0,13370,,1364863037
585,Antigua and Barbuda,2015,male, 5-14 years,0,8268,,1364863037
586,Antigua and Barbuda,2015,male,55-74 years,0,5784,,1364863037
587,Antigua and Barbuda,2015,male,75+ years,0,1087,,1364863037
588,Argentina,1985,male,75+ years,22,363000,0.694,88416668900
589,Argentina,1985,male,55-74 years,485,1997000,0.694,88416668900
590,Argentina,1985,male,35-54 years,414,3346300,0.694,88416668900
591,Argentina,1985,female,55-74 years,21,2304000,0.694,88416668900
592,Argentina,1985,male,25-34 years,177,2234200,0.694,88416668900
593,Argentina,1985,female,75+ years,41,537000,0.694,88416668900
594,Argentina,1985,male,15-24 years,156,2415200,0.694,88416668900
595,Argentina,1985,female,35-54 years,142,3355300,0.694,88416668900
596,Argentina,1985,female,25-34 years,65,2185200,0.694,88416668900
597,Argentina,1985,female,15-24 years,69,2354200,0.694,88416668900
598,Argentina,1985,male, 5-14 years,16,3044200,0.694,88416668900
599,Argentina,1985,female, 5-14 years,11,2955200,0.694,88416668900
600,Argentina,1986,male,75+ years,23,365000,,110934442763
601,Argentina,1986,male,55-74 years,53,2008300,,110934442763
602,Argentina,1986,male,35-54 years,478,3365200,,110934442763
603,Argentina,1986,male,25-34 years,29,2246900,,110934442763
604,Argentina,1986,female,75+ years,48,540200,,110934442763
605,Argentina,1986,female,55-74 years,21,2317100,,110934442763
606,Argentina,1986,male,15-24 years,186,2428900,,110934442763
607,Argentina,1986,female,35-54 years,188,3374300,,110934442763
608,Argentina,1986,female,25-34 years,96,2197600,,110934442763
609,Argentina,1986,female,15-24 years,11,2367600,,110934442763
610,Argentina,1986,male, 5-14 years,1,3061400,,110934442763
611,Argentina,1986,female, 5-14 years,7,2971900,,110934442763
612,Argentina,1987,male,75+ years,2,369800,,111106191358
613,Argentina,1987,male,55-74 years,532,2034500,,111106191358
614,Argentina,1987,male,35-54 years,482,3409100,,111106191358
615,Argentina,1987,female,75+ years,57,547000,,111106191358
616,Argentina,1987,female,55-74 years,224,2347300,,111106191358
617,Argentina,1987,male,25-34 years,192,2276200,,111106191358
618,Argentina,1987,male,15-24 years,179,2460600,,111106191358
619,Argentina,1987,female,35-54 years,29,3418300,,111106191358
