,country,year,sex,age,suicide_no,pop,HDI,gdp_for_year
15178,Lithuania,2006,male,75+ years,51,65428,,30216060233
15179,Lithuania,2006,male,25-34 years,96,214726,,30216060233
15180,Lithuania,2006,male,15-24 years,97,244528,,30216060233
15181,Lithuania,2006,female,75+ years,37,159540,,30216060233
15182,Lithuania,2006,female,55-74 years,59,390589,,30216060233
15183,Lithuania,2006,female,35-54 years,7,488597,,30216060233
15184,Lithuania,2006,female,25-34 years,19,217069,,30216060233
15185,Lithuania,2006,female,15-24 years,1,236885,,30216060233
15186,Lithuania,2006,male, 5-14 years,5,199438,,30216060233
15187,Lithuania,2006,female, 5-14 years,1,189257,,30216060233
15188,Lithuania,2007,male,55-74 years,22,267333,,39738180077
15189,Lithuania,2007,male,75+ years,51,67551,,39738180077
15190,Lithuania,2007,male,35-54 years,326,447405,,39738180077
15191,Lithuania,2007,male,25-34 years,146,210164,,39738180077
15192,Lithuania,2007,male,15-24 years,11,243589,,39738180077
15193,Lithuania,2007,female,75+ years,4,164150,,39738180077
15194,Lithuania,2007,female,35-54 years,6,485943,,39738180077
15195,Lithuania,2007,female,55-74 years,46,387684,,39738180077
15196,Lithuania,2007,female,25-34 years,17,212154,,39738180077
15197,Lithuania,2007,female,15-24 years,1,236177,,39738180077
15198,Lithuania,2007,female, 5-14 years,4,177982,,39738180077
15199,Lithuania,2007,male, 5-14 years,4,187735,,39738180077
15200,Lithuania,2008,male,35-54 years,41,444829,,47850551149
15201,Lithuania,2008,male,75+ years,56,69533,,47850551149
15202,Lithuania,2008,male,25-34 years,155,207780,,47850551149
15203,Lithuania,2008,male,55-74 years,19,264954,,47850551149
15204,Lithuania,2008,male,15-24 years,114,242106,,47850551149
15205,Lithuania,2008,female,75+ years,36,168662,,47850551149
15206,Lithuania,2008,female,55-74 years,6,384300,,47850551149
15207,Lithuania,2008,female,35-54 years,65,483453,,47850551149
15208,Lithuania,2008,female,15-24 years,17,234198,,47850551149
15209,Lithuania,2008,female,25-34 years,15,208792,,47850551149
15210,Lithuania,2008,male, 5-14 years,2,177345,,47850551149
15211,Lithuania,2008,female, 5-14 years,0,167804,,47850551149
15212,Lithuania,2009,male,35-54 years,428,440281,,37440673478
15213,Lithuania,2009,male,55-74 years,239,263507,,37440673478
15214,Lithuania,2009,male,75+ years,57,71090,,37440673478
15215,Lithuania,2009,male,25-34 years,116,205749,,37440673478
15216,Lithuania,2009,male,15-24 years,19,237032,,37440673478
15217,Lithuania,2009,female,75+ years,4,172277,,37440673478
15218,Lithuania,2009,female,35-54 years,65,480247,,37440673478
15219,Lithuania,2009,female,55-74 years,48,381948,,37440673478
15220,Lithuania,2009,female,25-34 years,15,205781,,37440673478
15221,Lithuania,2009,female,15-24 years,16,229147,,37440673478
15222,Lithuania,2009,male, 5-14 years,3,169250,,37440673478
15223,Lithuania,2009,female, 5-14 years,2,160188,,37440673478
15224,Lithuania,2010,male,55-74 years,219,262907,0.827,37120517694
15225,Lithuania,2010,male,35-54 years,357,430396,0.827,37120517694
15226,Lithuania,2010,male,75+ years,49,72479,0.827,37120517694
15227,Lithuania,2010,male,25-34 years,11,198028,0.827,37120517694
15228,Lithuania,2010,male,15-24 years,93,227810,0.827,37120517694
15229,Lithuania,2010,female,75+ years,41,175611,0.827,37120517694
15230,Lithuania,2010,female,35-54 years,72,471491,0.827,37120517694
15231,Lithuania,2010,female,55-74 years,5,380465,0.827,37120517694
15232,Lithuania,2010,female,15-24 years,14,218961,0.827,37120517694
15233,Lithuania,2010,female,25-34 years,11,196906,0.827,37120517694
15234,Lithuania,2010,female, 5-14 years,1,153084,0.827,37120517694
15235,Lithuania,2010,male, 5-14 years,1,161599,0.827,37120517694
15236,Lithuania,2011,male,35-54 years,349,420391,0.831,43476873413
15237,Lithuania,2011,male,55-74 years,213,262391,0.831,43476873413
15238,Lithuania,2011,male,75+ years,56,74328,0.831,43476873413
15239,Lithuania,2011,male,25-34 years,124,189937,0.831,43476873413
15240,Lithuania,2011,male,15-24 years,74,217769,0.831,43476873413
15241,Lithuania,2011,female,75+ years,38,179526,0.831,43476873413
15242,Lithuania,2011,female,55-74 years,68,378929,0.831,43476873413
15243,Lithuania,2011,female,35-54 years,67,460566,0.831,43476873413
15244,Lithuania,2011,female,25-34 years,17,187312,0.831,43476873413
15245,Lithuania,2011,female,15-24 years,1,207726,0.831,43476873413
15246,Lithuania,2011,female, 5-14 years,1,146411,0.831,43476873413
15247,Lithuania,2011,male, 5-14 years,1,154519,0.831,43476873413
15248,Lithuania,2012,male,35-54 years,321,413107,0.833,42848195256
15249,Lithuania,2012,male,55-74 years,195,263194,0.833,42848195256
15250,Lithuania,2012,male,75+ years,53,76080,0.833,42848195256
15251,Lithuania,2012,male,25-34 years,117,187811,0.833,42848195256
15252,Lithuania,2012,male,15-24 years,64,209964,0.833,42848195256
15253,Lithuania,2012,female,75+ years,37,183510,0.833,42848195256
15254,Lithuania,2012,female,35-54 years,74,451819,0.833,42848195256
15255,Lithuania,2012,female,55-74 years,45,378541,0.833,42848195256
15256,Lithuania,2012,female,25-34 years,1,183799,0.833,42848195256
15257,Lithuania,2012,female,15-24 years,8,199629,0.833,42848195256
15258,Lithuania,2012,male, 5-14 years,3,149055,0.833,42848195256
15259,Lithuania,2012,female, 5-14 years,0,141261,0.833,42848195256
15260,Lithuania,2013,male,35-54 years,382,405191,0.837,46417340375
15261,Lithuania,2013,male,55-74 years,223,265835,0.837,46417340375
15262,Lithuania,2013,male,75+ years,63,77510,0.837,46417340375
15263,Lithuania,2013,male,25-34 years,121,188010,0.837,46417340375
15264,Lithuania,2013,male,15-24 years,96,203647,0.837,46417340375
15265,Lithuania,2013,female,75+ years,4,186711,0.837,46417340375
15266,Lithuania,2013,female,35-54 years,75,442140,0.837,46417340375
15267,Lithuania,2013,female,25-34 years,22,182444,0.837,46417340375
15268,Lithuania,2013,female,55-74 years,41,380096,0.837,46417340375
15269,Lithuania,2013,female,15-24 years,17,192772,0.837,46417340375
15270,Lithuania,2013,female, 5-14 years,3,137471,0.837,46417340375
15271,Lithuania,2013,male, 5-14 years,2,144800,0.837,46417340375
15272,Lithuania,2014,male,75+ years,72,78763,0.839,48516371721
15273,Lithuania,2014,male,35-54 years,39,396758,0.839,48516371721
15274,Lithuania,2014,male,55-74 years,24,269618,0.839,48516371721
15275,Lithuania,2014,male,25-34 years,94,189300,0.839,48516371721
15276,Lithuania,2014,male,15-24 years,88,197504,0.839,48516371721
15277,Lithuania,2014,female,75+ years,45,189437,0.839,48516371721
15278,Lithuania,2014,female,55-74 years,47,383128,0.839,48516371721
15279,Lithuania,2014,female,35-54 years,43,431495,0.839,48516371721
15280,Lithuania,2014,female,15-24 years,12,186406,0.839,48516371721
15281,Lithuania,2014,female,25-34 years,11,182183,0.839,48516371721
15282,Lithuania,2014,female, 5-14 years,3,135051,0.839,48516371721
15283,Lithuania,2014,male, 5-14 years,2,141934,0.839,48516371721
15284,Lithuania,2015,male,75+ years,67,79672,,41508609233
15285,Lithuania,2015,male,55-74 years,216,273776,,41508609233
15286,Lithuania,2015,male,35-54 years,275,387255,,41508609233
15287,Lithuania,2015,male,25-34 years,11,190800,,41508609233
15288,Lithuania,2015,male,15-24 years,66,188903,,41508609233
15289,Lithuania,2015,female,75+ years,38,191358,,41508609233
15290,Lithuania,2015,female,55-74 years,55,386892,,41508609233
15291,Lithuania,2015,female,35-54 years,46,419841,,41508609233
15292,Lithuania,2015,female,25-34 years,17,182926,,41508609233
15293,Lithuania,2015,female,15-24 years,1,178882,,41508609233
15294,Lithuania,2015,female, 5-14 years,3,133506,,41508609233
15295,Lithuania,2015,male, 5-14 years,2,140115,,41508609233
15296,Lithuania,2016,male,75+ years,78,80426,,42773029835
15297,Lithuania,2016,male,55-74 years,212,277763,,42773029835
15298,Lithuania,2016,male,35-54 years,266,376689,,42773029835
15299,Lithuania,2016,male,25-34 years,96,191346,,42773029835
15300,Lithuania,2016,male,15-24 years,41,177888,,42773029835
15301,Lithuania,2016,female,75+ years,29,193001,,42773029835
15302,Lithuania,2016,female,55-74 years,45,390385,,42773029835
15303,Lithuania,2016,female,35-54 years,41,406249,,42773029835
15304,Lithuania,2016,female,25-34 years,8,182632,,42773029835
15305,Lithuania,2016,female,15-24 years,6,168917,,42773029835
15306,Luxembourg,1985,male,75+ years,6,6900,0.752,4738559685
15307,Luxembourg,1985,male,55-74 years,14,30200,0.752,4738559685
15308,Luxembourg,1985,female,75+ years,4,13500,0.752,4738559685
15309,Luxembourg,1985,male,35-54 years,12,50200,0.752,4738559685
15310,Luxembourg,1985,female,25-34 years,6,29800,0.752,4738559685
15311,Luxembourg,1985,female,35-54 years,5,47900,0.752,4738559685
15312,Luxembourg,1985,male,25-34 years,3,29900,0.752,4738559685
15313,Luxembourg,1985,male, 5-14 years,2,21700,0.752,4738559685
15314,Luxembourg,1985,male,15-24 years,2,28100,0.752,4738559685
15315,Luxembourg,1985,female,15-24 years,1,27800,0.752,4738559685
15316,Luxembourg,1985,female, 5-14 years,0,20500,0.752,4738559685
15317,Luxembourg,1985,female,55-74 years,0,38300,0.752,4738559685
15318,Luxembourg,1986,male,75+ years,3,7100,,6921264132
15319,Luxembourg,1986,male,55-74 years,13,30800,,6921264132
15320,Luxembourg,1986,male,25-34 years,7,30200,,6921264132
15321,Luxembourg,1986,male,35-54 years,11,50300,,6921264132
15322,Luxembourg,1986,female,55-74 years,7,38600,,6921264132
15323,Luxembourg,1986,female,25-34 years,4,30200,,6921264132
15324,Luxembourg,1986,male,15-24 years,3,27800,,6921264132
15325,Luxembourg,1986,female,75+ years,1,13900,,6921264132
15326,Luxembourg,1986,female,35-54 years,2,47900,,6921264132
15327,Luxembourg,1986,female,15-24 years,0,27500,,6921264132
15328,Luxembourg,1986,female, 5-14 years,0,20300,,6921264132
15329,Luxembourg,1986,male, 5-14 years,0,21400,,6921264132
15330,Luxembourg,1987,male,75+ years,3,7200,,8614215559
15331,Luxembourg,1987,male,35-54 years,19,51000,,8614215559
15332,Luxembourg,1987,male,25-34 years,1,31100,,8614215559
15333,Luxembourg,1987,female,55-74 years,12,39000,,8614215559
15334,Luxembourg,1987,male,55-74 years,9,31500,,8614215559
15335,Luxembourg,1987,female,75+ years,3,14400,,8614215559
15336,Luxembourg,1987,female,35-54 years,8,48600,,8614215559
15337,Luxembourg,1987,male,15-24 years,4,27400,,8614215559
15338,Luxembourg,1987,female,15-24 years,3,26500,,8614215559
15339,Luxembourg,1987,female,25-34 years,3,31200,,8614215559
15340,Luxembourg,1987,female, 5-14 years,0,20200,,8614215559
15341,Luxembourg,1987,male, 5-14 years,0,21300,,8614215559
15342,Luxembourg,1988,male,25-34 years,15,31700,,9750161053
15343,Luxembourg,1988,male,55-74 years,14,31700,,9750161053
15344,Luxembourg,1988,male,35-54 years,18,51900,,9750161053
15345,Luxembourg,1988,male,75+ years,2,7300,,9750161053
15346,Luxembourg,1988,female,55-74 years,8,39000,,9750161053
15347,Luxembourg,1988,male,15-24 years,3,27000,,9750161053
15348,Luxembourg,1988,female,35-54 years,5,49400,,9750161053
15349,Luxembourg,1988,female,25-34 years,3,31600,,9750161053
15350,Luxembourg,1988,female,75+ years,1,14900,,9750161053
15351,Luxembourg,1988,female,15-24 years,0,25900,,9750161053
15352,Luxembourg,1988,female, 5-14 years,0,20400,,9750161053
15353,Luxembourg,1988,male, 5-14 years,0,21500,,9750161053
15354,Luxembourg,1989,male,75+ years,5,7600,,10391504709
15355,Luxembourg,1989,male,55-74 years,13,32000,,10391504709
15356,Luxembourg,1989,male,35-54 years,2,52900,,10391504709
15357,Luxembourg,1989,male,25-34 years,9,32500,,10391504709
15358,Luxembourg,1989,male,15-24 years,6,26300,,10391504709
15359,Luxembourg,1989,female,75+ years,3,15300,,10391504709
15360,Luxembourg,1989,female,35-54 years,7,50200,,10391504709
15361,Luxembourg,1989,female,55-74 years,4,39100,,10391504709
15362,Luxembourg,1989,female,25-34 years,3,31900,,10391504709
15363,Luxembourg,1989,female, 5-14 years,1,20700,,10391504709
15364,Luxembourg,1989,male, 5-14 years,1,21700,,10391504709
15365,Luxembourg,1989,female,15-24 years,1,25200,,10391504709
15366,Luxembourg,1990,male,75+ years,4,7700,0.779,13229247948
15367,Luxembourg,1990,male,55-74 years,12,32400,0.779,13229247948
15368,Luxembourg,1990,male,35-54 years,16,53800,0.779,13229247948
15369,Luxembourg,1990,male,25-34 years,9,33200,0.779,13229247948
15370,Luxembourg,1990,female,75+ years,4,15500,0.779,13229247948
15371,Luxembourg,1990,male,15-24 years,6,25900,0.779,13229247948
15372,Luxembourg,1990,female,35-54 years,1,51100,0.779,13229247948
15373,Luxembourg,1990,female,55-74 years,5,39200,0.779,13229247948
15374,Luxembourg,1990,female,25-34 years,2,32300,0.779,13229247948
15375,Luxembourg,1990,female,15-24 years,0,24700,0.779,13229247948
15376,Luxembourg,1990,female, 5-14 years,0,21000,0.779,13229247948
15377,Luxembourg,1990,male, 5-14 years,0,22000,0.779,13229247948
15378,Luxembourg,1991,male,75+ years,8,7700,,14321878795
15379,Luxembourg,1991,male,55-74 years,16,32900,,14321878795
15380,Luxembourg,1991,male,35-54 years,17,55000,,14321878795
15381,Luxembourg,1991,male,25-34 years,9,34000,,14321878795
15382,Luxembourg,1991,female,35-54 years,12,52100,,14321878795
15383,Luxembourg,1991,female,55-74 years,9,39500,,14321878795
15384,Luxembourg,1991,male,15-24 years,4,25600,,14321878795
15385,Luxembourg,1991,female,75+ years,1,15600,,14321878795
15386,Luxembourg,1991,female,25-34 years,1,32600,,14321878795
15387,Luxembourg,1991,female,15-24 years,0,24300,,14321878795
15388,Luxembourg,1991,female, 5-14 years,0,21200,,14321878795
15389,Luxembourg,1991,male, 5-14 years,0,22400,,14321878795
15390,Luxembourg,1992,male,75+ years,6,7600,,16065740778
15391,Luxembourg,1992,female,75+ years,4,15500,,16065740778
15392,Luxembourg,1992,female,55-74 years,1,40100,,16065740778
15393,Luxembourg,1992,male,55-74 years,7,33400,,16065740778
15394,Luxembourg,1992,female,35-54 years,1,53200,,16065740778
15395,Luxembourg,1992,male,35-54 years,9,56100,,16065740778
15396,Luxembourg,1992,male,25-34 years,5,34600,,16065740778
15397,Luxembourg,1992,female,25-34 years,4,33100,,16065740778
15398,Luxembourg,1992,female,15-24 years,2,23800,,16065740778
15399,Luxembourg,1992,male,15-24 years,2,25200,,16065740778
15400,Luxembourg,1992,female, 5-14 years,0,21800,,16065740778
15401,Luxembourg,1992,male, 5-14 years,0,22900,,16065740778
15402,Luxembourg,1993,male,75+ years,4,7500,,16486900187
15403,Luxembourg,1993,male,15-24 years,1,24900,,16486900187
15404,Luxembourg,1993,male,35-54 years,22,57300,,16486900187
15405,Luxembourg,1993,female,55-74 years,8,40800,,16486900187
15406,Luxembourg,1993,male,55-74 years,6,34200,,16486900187
15407,Luxembourg,1993,male,25-34 years,6,34900,,16486900187
15408,Luxembourg,1993,female,35-54 years,5,54200,,16486900187
15409,Luxembourg,1993,female,75+ years,1,15300,,16486900187
15410,Luxembourg,1993,female,25-34 years,2,33500,,16486900187
15411,Luxembourg,1993,female,15-24 years,0,23700,,16486900187
15412,Luxembourg,1993,female, 5-14 years,0,22300,,16486900187
15413,Luxembourg,1993,male, 5-14 years,0,23400,,16486900187
15414,Luxembourg,1994,male,75+ years,8,7500,,18325791415
15415,Luxembourg,1994,male,55-74 years,15,35000,,18325791415
15416,Luxembourg,1994,male,35-54 years,22,58400,,18325791415
15417,Luxembourg,1994,male,15-24 years,7,24700,,18325791415
15418,Luxembourg,1994,male,25-34 years,9,35000,,18325791415
15419,Luxembourg,1994,female,55-74 years,5,41300,,18325791415
15420,Luxembourg,1994,female,35-54 years,4,55400,,18325791415
15421,Luxembourg,1994,female,75+ years,1,15300,,18325791415
15422,Luxembourg,1994,female,25-34 years,2,33900,,18325791415
15423,Luxembourg,1994,female,15-24 years,1,23700,,18325791415
15424,Luxembourg,1994,female, 5-14 years,0,22900,,18325791415
15425,Luxembourg,1994,male, 5-14 years,0,23900,,18325791415
15426,Luxembourg,1995,male,75+ years,4,7400,0.805,21588170498
15427,Luxembourg,1995,male,55-74 years,11,35500,0.805,21588170498
15428,Luxembourg,1995,male,35-54 years,17,59600,0.805,21588170498
15429,Luxembourg,1995,male,25-34 years,8,35300,0.805,21588170498
15430,Luxembourg,1995,male,15-24 years,5,24500,0.805,21588170498
15431,Luxembourg,1995,female,75+ years,3,15700,0.805,21588170498
15432,Luxembourg,1995,female,35-54 years,8,56600,0.805,21588170498
15433,Luxembourg,1995,female,25-34 years,3,34100,0.805,21588170498
15434,Luxembourg,1995,female,55-74 years,3,41700,0.805,21588170498
15435,Luxembourg,1995,female,15-24 years,1,23700,0.805,21588170498
15436,Luxembourg,1995,female, 5-14 years,0,23400,0.805,21588170498
15437,Luxembourg,1995,male, 5-14 years,0,24600,0.805,21588170498
15438,Luxembourg,1996,male,75+ years,5,7600,,21776609772
15439,Luxembourg,1996,male,55-74 years,18,36000,,21776609772
15440,Luxembourg,1996,male,35-54 years,22,61000,,21776609772
15441,Luxembourg,1996,female,35-54 years,1,58100,,21776609772
15442,Luxembourg,1996,male,25-34 years,5,35400,,21776609772
15443,Luxembourg,1996,female,75+ years,2,16200,,21776609772
15444,Luxembourg,1996,male,15-24 years,3,24400,,21776609772
15445,Luxembourg,1996,female,15-24 years,2,23800,,21776609772
15446,Luxembourg,1996,female,55-74 years,3,41800,,21776609772
15447,Luxembourg,1996,female,25-34 years,2,34300,,21776609772
15448,Luxembourg,1996,female, 5-14 years,0,23900,,21776609772
15449,Luxembourg,1996,male, 5-14 years,0,25200,,21776609772
15450,Luxembourg,1997,male,75+ years,1,7600,,19731912494
15451,Luxembourg,1997,male,35-54 years,23,62500,,19731912494
15452,Luxembourg,1997,male,55-74 years,13,36500,,19731912494
15453,Luxembourg,1997,male,15-24 years,7,24400,,19731912494
15454,Luxembourg,1997,male,25-34 years,7,35500,,19731912494
15455,Luxembourg,1997,female,55-74 years,8,42000,,19731912494
15456,Luxembourg,1997,female,25-34 years,6,34400,,19731912494
15457,Luxembourg,1997,female,35-54 years,5,59500,,19731912494
15458,Luxembourg,1997,female,75+ years,1,16500,,19731912494
15459,Luxembourg,1997,female,15-24 years,1,23600,,19731912494
15460,Luxembourg,1997,female, 5-14 years,0,24500,,19731912494
15461,Luxembourg,1997,male, 5-14 years,0,25600,,19731912494
15462,Luxembourg,1998,male,75+ years,4,7766,,20209122027
15463,Luxembourg,1998,male,35-54 years,22,63893,,20209122027
15464,Luxembourg,1998,male,55-74 years,11,37286,,20209122027
15465,Luxembourg,1998,male,25-34 years,7,35156,,20209122027
15466,Luxembourg,1998,female,75+ years,3,16885,,20209122027
15467,Luxembourg,1998,male,15-24 years,4,24415,,20209122027
15468,Luxembourg,1998,female,55-74 years,4,42149,,20209122027
15469,Luxembourg,1998,female,35-54 years,5,61065,,20209122027
15470,Luxembourg,1998,female,25-34 years,2,34112,,20209122027
15471,Luxembourg,1998,female,15-24 years,1,23701,,20209122027
15472,Luxembourg,1998,female, 5-14 years,1,25057,,20209122027
15473,Luxembourg,1998,male, 5-14 years,0,26430,,20209122027
15474,Luxembourg,1999,male,75+ years,4,7879,,22235929043
15475,Luxembourg,1999,male,35-54 years,2,65502,,22235929043
15476,Luxembourg,1999,male,55-74 years,11,37992,,22235929043
15477,Luxembourg,1999,male,25-34 years,9,34774,,22235929043
15478,Luxembourg,1999,male,15-24 years,5,24781,,22235929043
15479,Luxembourg,1999,female,75+ years,3,17336,,22235929043
15480,Luxembourg,1999,female,35-54 years,9,62509,,22235929043
15481,Luxembourg,1999,female,55-74 years,6,42307,,22235929043
15482,Luxembourg,1999,female,25-34 years,2,33805,,22235929043
15483,Luxembourg,1999,female, 5-14 years,1,25830,,22235929043
15484,Luxembourg,1999,female,15-24 years,0,23941,,22235929043
15485,Luxembourg,1999,male, 5-14 years,0,27234,,22235929043
15486,Luxembourg,2000,male,75+ years,7,8005,0.851,21263514833
15487,Luxembourg,2000,male,55-74 years,15,38593,0.851,21263514833
15488,Luxembourg,2000,male,35-54 years,15,67181,0.851,21263514833
15489,Luxembourg,2000,male,25-34 years,7,34441,0.851,21263514833
15490,Luxembourg,2000,female,55-74 years,8,42411,0.851,21263514833
15491,Luxembourg,2000,male,15-24 years,3,25108,0.851,21263514833
15492,Luxembourg,2000,female,75+ years,2,18093,0.851,21263514833
15493,Luxembourg,2000,female,35-54 years,3,64046,0.851,21263514833
15494,Luxembourg,2000,female,15-24 years,1,24072,0.851,21263514833
15495,Luxembourg,2000,female,25-34 years,1,33595,0.851,21263514833
15496,Luxembourg,2000,female, 5-14 years,0,26627,0.851,21263514833
15497,Luxembourg,2000,male, 5-14 years,0,27992,0.851,21263514833
15498,Luxembourg,2001,male,75+ years,5,8307,,21272418792
15499,Luxembourg,2001,male,55-74 years,15,38220,,21272418792
15500,Luxembourg,2001,female,75+ years,5,17274,,21272418792
15501,Luxembourg,2001,male,35-54 years,19,68558,,21272418792
15502,Luxembourg,2001,female,55-74 years,1,41330,,21272418792
15503,Luxembourg,2001,male,25-34 years,8,34180,,21272418792
15504,Luxembourg,2001,female,25-34 years,7,34217,,21272418792
15505,Luxembourg,2001,male,15-24 years,3,25762,,21272418792
15506,Luxembourg,2001,female,15-24 years,1,24980,,21272418792
15507,Luxembourg,2001,female,35-54 years,0,65725,,21272418792
15508,Luxembourg,2001,female, 5-14 years,0,27034,,21272418792
15509,Luxembourg,2001,male, 5-14 years,0,28343,,21272418792
15510,Luxembourg,2002,male,55-74 years,27,38724,,23616328816
15511,Luxembourg,2002,male,75+ years,6,8635,,23616328816
15512,Luxembourg,2002,male,25-34 years,8,33839,,23616328816
15513,Luxembourg,2002,male,15-24 years,6,25897,,23616328816
15514,Luxembourg,2002,male,35-54 years,16,69685,,23616328816
15515,Luxembourg,2002,female,55-74 years,8,41566,,23616328816
15516,Luxembourg,2002,female,75+ years,3,17636,,23616328816
15517,Luxembourg,2002,female,35-54 years,1,67029,,23616328816
15518,Luxembourg,2002,female,15-24 years,1,25089,,23616328816
15519,Luxembourg,2002,female,25-34 years,0,33876,,23616328816
15520,Luxembourg,2002,female, 5-14 years,0,27411,,23616328816
15521,Luxembourg,2002,male, 5-14 years,0,28719,,23616328816
15522,Luxembourg,2003,male,75+ years,6,9133,,29557325056
15523,Luxembourg,2003,male,15-24 years,6,26415,,29557325056
15524,Luxembourg,2003,male,55-74 years,8,39335,,29557325056
15525,Luxembourg,2003,male,35-54 years,14,70996,,29557325056
15526,Luxembourg,2003,male,25-34 years,5,33450,,29557325056
15527,Luxembourg,2003,female,35-54 years,4,68468,,29557325056
15528,Luxembourg,2003,female,55-74 years,2,41982,,29557325056
15529,Luxembourg,2003,female,15-24 years,1,25512,,29557325056
15530,Luxembourg,2003,male, 5-14 years,1,29105,,29557325056
15531,Luxembourg,2003,female,25-34 years,1,33475,,29557325056
15532,Luxembourg,2003,female, 5-14 years,0,27721,,29557325056
15533,Luxembourg,2003,female,75+ years,0,18062,,29557325056
15534,Luxembourg,2004,male,75+ years,6,9641,,34685281848
15535,Luxembourg,2004,male,25-34 years,9,33259,,34685281848
15536,Luxembourg,2004,male,35-54 years,19,72279,,34685281848
15537,Luxembourg,2004,male,55-74 years,7,40050,,34685281848
15538,Luxembourg,2004,female,75+ years,3,18524,,34685281848
15539,Luxembourg,2004,male,15-24 years,4,27235,,34685281848
15540,Luxembourg,2004,female,55-74 years,6,42429,,34685281848
15541,Luxembourg,2004,female,35-54 years,8,69884,,34685281848
15542,Luxembourg,2004,female,15-24 years,0,26128,,34685281848
15543,Luxembourg,2004,female,25-34 years,0,33179,,34685281848
15544,Luxembourg,2004,female, 5-14 years,0,28020,,34685281848
15545,Luxembourg,2004,male, 5-14 years,0,29500,,34685281848
15546,Luxembourg,2005,male,75+ years,7,10242,0.88,37347394603
15547,Luxembourg,2005,male,35-54 years,16,73579,0.88,37347394603
15548,Luxembourg,2005,male,15-24 years,6,27957,0.88,37347394603
15549,Luxembourg,2005,male,55-74 years,7,40759,0.88,37347394603
15550,Luxembourg,2005,male,25-34 years,3,33273,0.88,37347394603
15551,Luxembourg,2005,female,35-54 years,6,71364,0.88,37347394603
15552,Luxembourg,2005,female,75+ years,1,19135,0.88,37347394603
15553,Luxembourg,2005,female,55-74 years,2,42875,0.88,37347394603
15554,Luxembourg,2005,female,25-34 years,1,33120,0.88,37347394603
15555,Luxembourg,2005,female,15-24 years,0,26691,0.88,37347394603
15556,Luxembourg,2005,female, 5-14 years,0,28450,0.88,37347394603
15557,Luxembourg,2005,male, 5-14 years,0,29893,0.88,37347394603
15558,Luxembourg,2006,male,75+ years,8,10878,,42414308117
15559,Luxembourg,2006,male,35-54 years,22,75006,,42414308117
15560,Luxembourg,2006,male,55-74 years,1,41414,,42414308117
15561,Luxembourg,2006,female,35-54 years,12,72885,,42414308117
15562,Luxembourg,2006,male,15-24 years,4,28509,,42414308117
15563,Luxembourg,2006,female,55-74 years,4,43289,,42414308117
15564,Luxembourg,2006,male,25-34 years,3,33484,,42414308117
15565,Luxembourg,2006,female,75+ years,1,19651,,42414308117
15566,Luxembourg,2006,female,25-34 years,1,33421,,42414308117
15567,Luxembourg,2006,female,15-24 years,0,27217,,42414308117
15568,Luxembourg,2006,female, 5-14 years,0,28857,,42414308117
15569,Luxembourg,2006,male, 5-14 years,0,30210,,42414308117
15570,Luxembourg,2007,male,55-74 years,14,42200,,50888134410
15571,Luxembourg,2007,male,35-54 years,25,76346,,50888134410
15572,Luxembourg,2007,male,25-34 years,9,33901,,50888134410
15573,Luxembourg,2007,male,75+ years,3,11340,,50888134410
15574,Luxembourg,2007,female,55-74 years,1,43834,,50888134410
15575,Luxembourg,2007,female,35-54 years,9,74214,,50888134410
15576,Luxembourg,2007,female,75+ years,2,20040,,50888134410
15577,Luxembourg,2007,female,15-24 years,2,27674,,50888134410
15578,Luxembourg,2007,male,15-24 years,2,28964,,50888134410
15579,Luxembourg,2007,female,25-34 years,2,33942,,50888134410
15580,Luxembourg,2007,female, 5-14 years,0,29088,,50888134410
15581,Luxembourg,2007,male, 5-14 years,0,30469,,50888134410
15582,Luxembourg,2008,male,75+ years,5,11706,,55849686539
15583,Luxembourg,2008,male,35-54 years,2,77730,,55849686539
15584,Luxembourg,2008,male,55-74 years,6,43218,,55849686539
15585,Luxembourg,2008,male,25-34 years,4,34724,,55849686539
15586,Luxembourg,2008,female,55-74 years,3,44697,,55849686539
15587,Luxembourg,2008,female,75+ years,1,20350,,55849686539
15588,Luxembourg,2008,female,35-54 years,3,75463,,55849686539
15589,Luxembourg,2008,female,25-34 years,1,34796,,55849686539
15590,Luxembourg,2008,female,15-24 years,0,28190,,55849686539
15591,Luxembourg,2008,female, 5-14 years,0,29210,,55849686539
15592,Luxembourg,2008,male,15-24 years,0,29576,,55849686539
15593,Luxembourg,2008,male, 5-14 years,0,30711,,55849686539
15594,Luxembourg,2009,male,75+ years,3,12114,,51370543206
15595,Luxembourg,2009,male,55-74 years,1,44418,,51370543206
15596,Luxembourg,2009,male,35-54 years,16,79077,,51370543206
15597,Luxembourg,2009,male,25-34 years,6,35713,,51370543206
15598,Luxembourg,2009,female,35-54 years,7,76687,,51370543206
15599,Luxembourg,2009,female,55-74 years,3,45716,,51370543206
15600,Luxembourg,2009,female,75+ years,1,20687,,51370543206
15601,Luxembourg,2009,male,15-24 years,1,30148,,51370543206
15602,Luxembourg,2009,female,25-34 years,1,35557,,51370543206
15603,Luxembourg,2009,female,15-24 years,0,28821,,51370543206
15604,Luxembourg,2009,female, 5-14 years,0,29292,,51370543206
15605,Luxembourg,2009,male, 5-14 years,0,30979,,51370543206
15606,Luxembourg,2010,male,75+ years,7,12469,0.886,53212476812
